Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,112.48739624023438,155.14849853515625,75.08252716064453,197.6382598876953,12.83469009399414,139.8733367919922,113.0432022491566,159.3695068359375,77.47956754747086,201.28485773932422,13.276148185663597,140.0,109.9911457355189,154.8000030517578,74.89741517443528,196.31046786776898,12.594394075811492,124.43333435058594,111.8633336140555,158.64700317382812,76.21809682607592,196.51252892007156,13.042831711985079,126.98332977294922,140150100,90592000,42660000,30375800,1201744000,249061800
2020-09-15,112.66291046142578,157.80650329589844,76.39077758789062,200.88075256347656,12.953093528747559,149.9199981689453,115.87098624147585,158.75100708007812,77.18050476355,201.84291730022335,13.259945289075963,153.97999572753906,110.78096957645455,155.4459991455078,75.7428817865187,199.1007419279075,12.79031990895631,143.56666564941406,115.38343686650313,156.80799865722656,76.03100168037477,200.53437267098897,13.24124980982187,145.52000427246094,184642000,80430000,23042000,21823900,727556000,291894600
2020-09-16,109.33780670166016,153.90499877929688,75.24475860595703,197.2918701171875,12.477984428405762,147.25332641601562,113.11144107787773,159.36199951171875,77.34869819515173,202.67998350393228,13.054547122279164,152.59666442871094,109.25005139587964,153.70750427246094,75.21987604229885,196.8973790757412,12.477237027566652,145.10333251953125,112.36061840613317,158.99949645996094,76.75702925240749,202.651119738116,12.919442534464558,146.6233367919922,154679000,90244000,22128000,26328100,556384000,216837900
2020-09-17,107.5923843383789,150.43649291992188,73.99821472167969,195.23289489746094,12.427133560180664,141.14332580566406,109.40606847088276,151.47149658203125,74.5764514754621,196.59916737426764,12.553015449497009,145.92999267578125,106.00297617469543,148.62750244140625,72.77506627110589,192.39451121134627,11.999634544799727,136.0,106.98782792048597,150.46249389648438,73.93700680508756,192.48110253390035,12.096849903540244,138.53334045410156,178011000,128982000,40008000,34011300,792512000,230337600
2020-09-18,104.17955017089844,147.74549865722656,72.20927429199219,192.80821228027344,12.153682708740234,147.38333129882812,108.11895013810333,151.88999938964844,74.40428561995024,195.9448643827786,12.595639043029594,150.3333282470703,103.4482260852904,145.27699279785156,71.24041080982535,188.824850417951,11.953768216184255,142.93333435058594,107.65090688938564,151.58700561523438,74.06092595393991,195.12703307520093,12.55700241680166,149.31333923339844,287104900,177852000,63056000,55225300,698460000,259220400
2020-09-21,107.33888244628906,148.02349853515625,71.16675567626953,194.87684631347656,12.48072624206543,149.79666137695312,107.44614391419555,148.10000610351562,71.66039017863206,195.0404272442857,12.48596090038017,151.89332580566406,100.5326892473239,143.5500030517578,69.80028765833156,188.94992248036098,11.869764119068916,135.69000244140625,101.93683396216227,145.3249969482422,71.24040107533145,189.72927359605578,11.890204485124078,151.0433349609375,195713800,122358000,56908000,39839700,721044000,328430400
2020-09-22,109.02578735351562,156.44949340820312,72.64369201660156,199.5722198486328,12.60087776184082,141.41000366210938,110.04964400266275,156.69949340820312,72.85020894355684,200.22649954304467,12.61109794771699,145.9199981689453,106.4417816531773,150.00999450683594,71.13490659228187,194.4342633712233,12.120035512777564,139.1999969482422,109.87412593250646,151.69200134277344,72.17095367719028,197.3015103470911,12.538310978227107,143.1999969482422,183055400,138976000,33950000,33517100,646452000,238742400
2020-09-23,104.45258331298828,149.9929962158203,70.13420104980469,193.0006561279297,12.088372230529785,126.78666687011719,109.31832411053182,156.35000610351562,72.3083087533273,200.22652401144683,12.689862429161538,137.38333129882812,104.11129279067556,149.61900329589844,69.80030235301848,192.4618461263752,12.044002683964028,125.2933349609375,108.84052779447258,156.02149963378906,72.25904476222462,200.03407928391616,12.53880381131288,135.05332946777344,150718700,113054000,37726000,30803800,647012000,285222600
2020-09-24,105.52521514892578,150.989501953125,70.80448913574219,195.50225830078125,12.311968803405762,129.26333618164062,107.50466493196994,153.46499633789062,71.55738984301792,197.79221510852776,12.532822874415036,133.1666717529297,102.3853951733047,148.25,69.77391661874877,191.6632156551125,11.978943761792259,117.0999984741211,102.5511602181257,148.88949584960938,69.80029502305186,192.28863155277108,12.037024217562717,121.26667022705078,167743300,110588000,34552000,31202500,731240000,289683300
2020-09-25,109.48408508300781,154.75650024414062,71.61064147949219,199.9570770263672,12.836187362670898,135.77999877929688,109.64010445196426,155.07699584960938,71.95299885267112,201.13090446530555,12.845909279760658,136.2433319091797,104.98887930687886,149.9499969482422,70.04910673612386,194.87683385196127,12.210020401286748,130.43333435058594,105.72995643059598,152.7429962158203,70.91347406076004,195.84862960494374,12.41118154764223,131.1566619873047,149981400,92304000,30326000,29437300,588016000,201625500
2020-09-28,112.09735870361328,158.70249938964844,72.58596801757812,201.5157928466797,12.996965408325195,140.39999389648438,112.44839487161504,158.7519989013672,73.29905809078035,204.52737329082336,13.013666868711299,142.69332885742188,109.97164299267533,155.85850524902344,71.96991766342995,200.1880007589669,12.712797153507108,138.51666259765625,112.14611662005213,157.4425048828125,73.2493005572153,202.9013124718636,13.002200066684653,141.5399932861328,137672400,84484000,30784000,32004900,573808000,149158800
2020-09-29,111.24901580810547,157.24400329589844,72.95222473144531,199.41827392578125,13.187159538269043,139.69000244140625,112.43863750540089,159.41299438476562,73.24979803297072,202.12196938367782,13.403526377731259,142.8333282470703,110.74196771781253,156.6269989013672,72.35407885679199,198.98530269607602,12.895513458671179,137.1999969482422,111.69756779185069,158.76950073242188,72.84722744607932,201.42920954356148,12.899750631913115,138.6666717529297,99382200,69916000,31816000,24221900,621460000,150657900
2020-09-30,112.92617797851562,157.43649291992188,72.93132019042969,202.3721160888672,13.491019248962402,143.00332641601562,114.34007555606303,160.6439971923828,73.95641806188155,203.95968207307456,13.582750806261883,144.64332580566406,110.79071688597794,156.69949340820312,72.4416644288499,198.72550342042436,13.111878817756462,140.1566619873047,110.95648187938991,157.0570068359375,72.69942714285969,199.87048183587524,13.11910749534813,140.44000244140625,142675200,97922000,40924000,33829100,689184000,144436800
2020-10-01,113.88179016113281,161.06300354003906,74.041015625,204.4215087890625,13.574774742126465,149.3866729736328,114.78863234602518,161.1999969482422,74.39781505967089,205.89361953473573,13.722591795558866,149.6266632080078,112.94569620243965,158.60000610351562,73.48865608307334,203.3246416710811,13.421472945822046,144.80667114257812,114.7106226562807,160.39999389648438,73.8300263530017,205.41253720787606,13.717856355284482,146.9199981689453,116120400,99438000,32884000,27158400,525004000,152224500
2020-10-02,110.20565032958984,156.25,72.4336929321289,198.38877868652344,13.02413558959961,138.3633270263672,112.49713819553232,159.7899932861328,73.59961978967594,203.00717304053887,13.48005101500636,146.3766632080078,109.4255758436502,156.14999389648438,72.02315723124129,197.76336270649114,13.01291792169018,138.3333282470703,110.07889017847046,157.68150329589844,72.63423408285196,200.13029476792047,13.186410942210593,140.4633331298828,144712000,112262000,31222000,33154800,552496000,214290000
2020-10-05,113.59901428222656,159.9600067138672,73.78872680664062,202.4202423095703,13.602692604064941,141.89332580566406,113.7452805953654,160.12649536132812,73.88178015904693,202.4491060800491,13.604437490149598,144.54666137695312,110.72247569462236,157.04249572753906,72.65713577801895,199.14887306776157,13.184167175563138,139.77667236328125,111.07351187039006,157.29200744628906,72.78452509611937,199.37979791306213,13.197378863443367,141.11666870117188,106243800,75506000,21602000,21331600,479820000,134168400
2020-10-06,110.34219360351562,154.9980010986328,72.2057876586914,198.119384765625,13.696418762207031,137.9933319091797,113.22848541577433,159.10000610351562,73.87281305634009,202.22781845655365,14.100735985458739,142.92666625976562,109.45485004559029,154.5,71.90671854148451,197.07062851280088,13.625127563332978,135.35000610351562,112.81893822935504,158.25,73.42396260503759,200.91928824262598,13.78964608030835,141.26333618164062,161498200,101738000,26096000,28554300,784420000,147438900
2020-10-07,112.21437072753906,159.7845001220703,72.60985565185547,201.8910369873047,13.92325496673584,141.76666259765625,112.6726683499166,160.0,73.09901783970815,202.16044195043736,14.07805251907267,143.3000030517578,111.28802241183179,156.6195068359375,71.32051821827476,198.8987039425737,13.823048103619962,137.9499969482422,111.76582617611366,156.75,72.61831435660335,199.2258364433106,13.958901041754581,139.9566650390625,96849000,86188000,36108000,25681100,418084000,129383100
2020-10-08,112.10710144042969,159.52749633789062,73.81857299804688,202.61268615722656,13.798370361328125,141.97332763671875,113.50149291272723,161.6645050048828,74.04747434340368,203.19960733277122,14.043403723419214,146.3333282470703,111.73655916424462,158.74949645996094,72.9238486190655,200.43819877120225,13.717856465318311,141.76666259765625,113.35522661630749,161.24949645996094,72.9238486190655,202.54532756720232,14.033930941011219,146.14666748046875,83477200,63482000,26076000,19925800,378900000,121263300
2020-10-09,114.05732727050781,164.33250427246094,75.16314697265625,207.644775390625,13.7225923538208,144.6666717529297,114.08657904918843,164.44949340820312,75.23281359404584,207.69288656512367,13.78391345519388,144.8633270263672,112.05837141396555,159.89149475097656,73.99622536956137,203.23805900928684,13.620890687212187,142.15333557128906,112.40940763696237,160.5,74.28783048431298,203.23805900928684,13.726830477949628,143.3766632080078,100506900,98158000,32966000,26458000,346892000,86777100
2020-10-12,121.30228424072266,172.14649963378906,77.85726165771484,213.02325439453125,14.184490203857422,147.43333435058594,122.06286006446172,174.81199645996094,79.04308997579452,215.39018596845622,14.305137430572008,149.5800018310547,116.30977603444282,166.9774932861328,76.10115418697416,208.60692203449696,13.871905504040015,146.19332885742188,117.07035185818188,167.4969940185547,76.53408949683731,210.51200399111545,13.948680493281143,147.3333282470703,240226800,167284000,55344000,40461400,434744000,116373300
2020-10-13,118.08446502685547,172.18150329589844,77.98068237304688,214.4280548095703,14.20667552947998,148.88333129882812,122.26763983658118,174.61900329589844,78.88088147808016,216.68914803485708,14.306633256884707,149.6300048828125,116.67057472065251,171.21099853515625,77.56069322963157,212.08998663603225,13.9778453621998,145.53334045410156,122.15062530057422,173.39950561523438,78.47531921079461,214.29335232049814,14.25478494025162,147.78334045410156,262330500,114894000,39072000,28950800,344604000,103391100
2020-10-14,118.1722183227539,168.1855010986328,77.80004119873047,212.50369262695312,14.054122924804688,153.76666259765625,119.96639642799329,173.24400329589844,78.81568566560401,215.73656655140906,14.300900235329213,155.3000030517578,116.6413136031742,167.0,76.92721520969711,210.83915183498107,13.919267466775741,149.11666870117188,117.98694718210373,172.35000610351562,78.35539239500633,214.56272446279024,14.248802781976442,149.92666625976562,150712000,116254000,33174000,23421700,276100000,143639100
2020-10-15,117.70416259765625,166.9324951171875,77.40343475341797,211.34913635253906,13.929238319396973,149.6266632080078,118.18195887523946,167.79400634765625,78.1961459815944,212.0226488172296,13.964883444400389,152.19000244140625,115.20791231870913,164.0,76.6898511386174,207.83722580995095,13.727577969263605,147.5,115.7637182773626,164.60049438476562,76.85754457892119,208.8859966636876,13.770452723605999,150.10333251953125,112559200,104468000,31210000,22733100,267224000,107017200
2020-10-16,116.0562515258789,163.635498046875,78.01203155517578,211.34913635253906,13.771199226379395,146.55667114257812,118.52325764594907,169.98300170898438,78.51014601215543,213.87961994712427,14.080295100382083,151.98333740234375,115.85148167833091,158.0,77.51242125898598,211.02200382418516,13.752254612946892,146.28334045410156,118.25997681380653,168.1614990234375,77.71992528911265,211.82058773708712,13.99579221618261,151.47999572753906,115393800,129488000,34194000,26057900,242392000,98327700
2020-10-19,113.09196472167969,160.36050415039062,76.13350677490234,206.11489868164062,13.458365440368652,143.61000061035156,117.42139843534454,166.4499969482422,78.8196694818718,213.88919029430616,13.942697326105119,149.0,112.77993339601544,159.63699340820312,75.78368541921667,205.63381638888757,13.367630412305434,142.9566650390625,116.97285386966553,164.98049926757812,78.42157124529685,212.08031617548536,13.862432565530234,148.74667358398438,120639300,104472000,29734000,27625800,298068000,108863400
2020-10-20,114.58385467529297,160.85049438476562,77.18497467041016,206.52865600585938,13.605684280395508,140.64666748046875,116.01725100908146,163.3000030517578,78.31756019656119,209.1457452787201,13.75948434227297,143.9166717529297,112.75066428839048,159.60049438476562,75.663250798659,205.02768135731517,13.467588193477743,139.68333435058594,113.3064702709398,161.11399841308594,75.79313062853842,207.63515426808434,13.543864914965305,143.9166717529297,124423700,90194000,41670000,22753500,229212000,94968900
2020-10-21,113.95978546142578,159.2469940185547,78.92217254638672,206.67298889160156,13.4852876663208,140.8800048828125,115.75396346252074,161.69400024414062,80.37274164690493,208.71277344039027,13.7512596862729,144.31666564941406,113.55023836168668,158.0,77.98415993197221,205.05654449557616,13.43817573627759,140.4166717529297,113.7647612616899,160.625,78.11901324505759,205.05654449557616,13.585245403451541,140.89999389648438,89946000,91854000,60322000,22724900,219596000,97111500
2020-10-22,112.86769104003906,158.82000732421875,79.95075988769531,206.75958251953125,13.322014808654785,141.92999267578125,115.10066828250254,159.9375,80.28714906559912,207.8853135151422,13.57203274964044,148.41000366210938,111.73657281161336,156.0970001220703,78.49870246258452,203.69027461830365,13.193141414504842,141.50332641601562,114.52535609682704,159.49349975585938,78.87291283355273,205.83589789977742,13.483043554770541,147.30667114257812,101988000,84240000,30512000,22351500,290480000,119979600
2020-10-23,112.17534637451172,160.22000122070312,81.26050567626953,208.04888916015625,13.5505952835083,140.2100067138672,113.64774737685771,160.26649475097656,81.31723367329468,208.0970003361188,13.55358678850794,140.9633331298828,111.43426933871073,157.0,80.21201344374147,205.0950508788664,13.252467942914826,135.7933349609375,113.4917280264103,159.5500030517578,80.36827170244585,206.894294344403,13.410754310920243,140.6133270263672,82572600,69334000,30548000,18879600,233484000,101151000
2020-10-26,112.18512725830078,160.3520050048828,78.83757781982422,202.13160705566406,13.102904319763184,140.0933380126953,113.64777555403136,164.1490020751953,81.0912986260321,208.1547541367649,13.652795397077977,141.9199981689453,110.06915706985596,157.6649932861328,78.01600527143772,200.22652463524085,13.000454312740802,136.6666717529297,111.1710235471979,159.93699645996094,80.36577109765061,205.75897289514114,13.387820907265835,137.2100067138672,111850700,118024000,35826000,37111600,336896000,84717600
2020-10-27,113.69651794433594,164.31649780273438,79.56361389160156,205.181640625,13.35766315460205,141.55999755859375,114.35958542213467,164.58299255371094,79.7188698570278,206.54791285941357,13.402781069182046,143.5,111.68781680839272,160.56500244140625,78.47432400613587,202.37212121151256,13.153011268456767,140.03334045410156,112.61415768734956,161.2469940185547,79.0684835060431,203.58444355660558,13.267177240896144,141.25332641601562,92276800,85820000,25902000,36700300,250520000,68059500
2020-10-28,108.43099975585938,158.13900756835938,75.1805648803711,195.0115509033203,12.590155601501465,135.33999633789062,112.55567156836342,163.2010040283203,77.32082977436303,200.9384894820073,13.22130894702688,139.53334045410156,108.33349134919945,158.12350463867188,75.06511950680083,194.45350824964038,12.572208473530731,135.3333282470703,112.18513664728991,162.46499633789062,77.13173899969712,199.81275844922078,13.159489582629648,138.82666015625,143937800,111766000,45174000,51195600,376520000,76354200
2020-10-29,112.44837951660156,160.55050659179688,77.4736099243164,196.97439575195312,12.985997200012207,136.94332885742188,114.01828898706523,162.8625030517578,79.05902493913851,199.51451045232827,13.15425461112847,139.35333251953125,109.40606895582341,158.1999969482422,75.46670232352432,195.67546728909736,12.712796542256983,135.48666381835938,109.57184138543087,160.06350708007812,75.49008904960587,196.3489944514498,12.80103832931287,136.65333557128906,146129200,131930000,55406000,31432600,320080000,67965900
2020-10-30,106.14924621582031,151.8074951171875,80.42100524902344,194.8095245361328,12.497427940368652,129.34666442871094,109.20130250137127,158.35000610351562,83.66599669620678,196.56065698433886,12.898752703035122,135.8633270263672,105.03763428104902,150.9499969482422,79.6974670927325,192.067348754024,12.264110514178018,126.37000274658203,108.29446040306703,157.8874969482422,82.9752986633924,195.80055318856463,12.81250588144576,135.63333129882812,190272600,167728000,99878000,36953700,416820000,127533900
2020-11-02,106.06148529052734,150.2239990234375,80.8295669555664,194.67481994628906,12.544042587280273,133.50332641601562,107.9239274305086,153.98550415039062,82.51749631331757,197.51320337704038,12.799295201667675,135.66000366210938,104.64759511176818,147.50599670410156,80.32795964779757,192.54842912333325,12.358834557544668,130.76666259765625,106.39302272628981,153.08700561523438,80.79075106483944,196.56065487022784,12.620817583408344,131.3333282470703,122866900,145148000,44228000,30842200,299652000,87063300
2020-11-03,107.68990325927734,152.42050170898438,81.8914794921875,198.61965942382812,12.981510162353516,141.3000030517578,108.71375243491438,153.7449951171875,82.55530560123552,200.2457201768542,13.066760445964261,142.58999633789062,106.02248536802898,149.0489959716797,80.22196347188766,195.43489649640725,12.565976243397154,135.56333923339844,106.92932746040049,150.92649841308594,81.15002919883526,196.1757674540073,12.671417759004495,136.57666015625,107624400,97958000,31432000,27512000,272900000,103055100
2020-11-04,112.08760070800781,162.05799865722656,86.87715148925781,208.20281982421875,13.75400161743164,140.32666015625,112.71166332605715,162.24249267578125,88.08039850699622,210.05980533830936,13.787155409213568,145.13333129882812,109.55234539225575,156.9864959716797,84.74484402888567,204.38302477274965,13.298086107721478,139.03334045410156,111.29777308441078,157.99949645996094,84.87322803918391,205.92249417257187,13.350183564962006,143.5399932861328,138235500,136780000,71342000,42311800,410228000,96429300
2020-11-05,116.06602478027344,166.10000610351562,87.70568084716797,214.84176635742188,14.118684768676758,146.02999877929688,116.64133701911796,168.33999633789062,89.16470868146271,215.64036488321958,14.297162395831098,146.6666717529297,113.95981495393193,164.44400024414062,86.63728722934314,212.78273432419178,13.950178192420632,141.3333282470703,115.01291614739544,165.99850463867188,88.10128853896713,213.63906038751014,14.121178006847186,142.76666259765625,126387100,115786000,39758000,36080100,319028000,85243500
2020-11-06,115.93414306640625,165.56849670410156,87.5678482055664,215.2554931640625,14.519513130187988,143.31666564941406,116.43229602708031,166.10000610351562,88.00426119806104,215.87127799998143,14.546184694490774,145.52333068847656,113.43357855709559,161.60000610351562,86.42082805664543,209.78077353708855,13.854459400166654,141.42666625976562,115.57273140177695,165.23199462890625,87.15034201344257,213.8507262075923,14.068582168224896,145.36666870117188,114457900,92946000,28622000,25231900,383348000,65118000
2020-11-09,113.61915588378906,157.18699645996094,87.65194702148438,210.12716674804688,13.590977668762207,140.4199981689453,119.15750189056662,164.4499969482422,90.41224892592894,219.4890259925746,14.648632601948703,150.8333282470703,113.3554283153817,155.60549926757812,87.45937099735275,209.63646799316797,13.57103651956659,140.3333282470703,117.70210041193614,161.55149841308594,89.37172942956123,215.9482666319052,14.510038239373735,146.5,154515300,143808000,53440000,44395000,582976000,104499000
2020-11-10,113.27730560302734,151.75100708007812,86.47257995605469,203.02639770507812,12.73273754119873,136.7866668701172,114.8596862189922,155.6999969482422,87.55042699948584,208.30868796466146,13.566795847046349,140.02999877929688,111.4800244999921,150.9739990234375,85.39771699789287,201.78521152070147,12.591400833597982,132.00999450683594,112.86705932868448,154.75100708007812,86.07697225473657,206.3843582836946,13.566795847046349,140.02999877929688,138023400,131820000,43022000,44045100,644068000,90852600
2020-11-11,116.71556854248047,156.8695068359375,86.9458236694336,208.35678100585938,13.3788480758667,139.0433349609375,116.85231729677409,156.95750427246094,87.72558872689356,209.7903970972447,13.395798669653004,139.56666564941406,113.73639073565728,152.5,86.73831204017266,204.1713584415026,12.91046834790044,136.86000061035156,114.46897654176517,153.08900451660156,87.00403991084542,204.35417209431608,13.015660731924338,138.81666564941406,112295000,87338000,31838000,29440800,404744000,52073100
2020-11-12,116.44207000732422,155.51400756835938,86.72636413574219,207.28878784179688,13.417486190795898,137.25332641601562,117.7314207166171,158.79400634765625,87.82909374585917,210.81993091272767,13.72583374815592,141.0,115.81693072113664,154.30250549316406,86.4850176966425,206.3458704441471,13.277146935639445,136.5066680908203,116.84255382154495,157.99749755859375,86.68555885766379,208.9918236566661,13.43967144533766,138.35000610351562,103162300,87240000,26474000,21593900,365812000,59565300
2020-11-13,116.49090576171875,156.4405059814453,88.19136810302734,208.31829833984375,13.258200645446777,136.1666717529297,116.8913821021024,157.08599853515625,88.43370925899141,209.1938718430691,13.628865795252274,137.50999450683594,115.13318074907436,154.26950073242188,86.38600394064356,206.05721983858226,13.021144322381677,133.8866729736328,116.66672664224632,156.10000610351562,86.98414224807286,208.17397949050766,13.587486796722393,136.9499969482422,81581900,75124000,29744000,18621100,346312000,59313300
2020-11-16,117.50676727294922,156.55299377441406,88.27943420410156,209.0110626220703,13.475811958312988,136.02999877929688,118.18074115273141,157.13499450683594,89.29010509610572,209.50177608318282,13.60966989749472,137.48333740234375,115.40668645392178,153.63450622558594,87.64745357983485,206.4036041455115,13.11761020122028,134.69667053222656,116.15880460888832,154.66000366210938,87.78728795856988,206.7403530282765,13.134061574058316,136.30999755859375,91183000,76174000,25468000,24953300,413776000,80515800
2020-11-17,116.61788940429688,156.7830047607422,87.66388702392578,206.34588623046875,13.383085250854492,147.20333862304688,117.86816796066498,159.46249389648438,88.43420627207988,209.44404363119713,13.556577326359829,154.0,116.19787325311871,156.76300048828125,87.55590565351672,205.9802588786965,13.264931263318093,144.336669921875,116.7741779499669,159.177001953125,87.97240956400461,207.9238360433956,13.512955173882425,153.38999938964844,74271000,68894000,21314000,24154100,312028000,183564900
2020-11-18,115.28946685791016,155.2729949951172,86.61788177490234,203.6254425048828,13.389568328857422,162.2133331298828,117.03790584258053,157.0,87.83008859204216,207.57099540862455,13.566051933094693,165.3333282470703,115.26016461858715,155.2550048828125,86.51487388443644,203.480731114143,13.146529910302243,147.8333282470703,115.85600165898173,156.6999969482422,87.41407824980085,206.1046720245794,13.425961808232055,149.4499969482422,76322100,58336000,20108000,28372800,510924000,234132000
2020-11-19,115.88531494140625,155.8509979248047,87.5101089477539,204.9181365966797,13.40103530883789,166.42333984375,116.29556123551815,156.25,87.75494059780603,205.50659431946275,13.448147240470393,169.5366668701172,114.09780364988457,154.04600524902344,86.08940351781334,202.51606857025564,13.061778052929508,162.52333068847656,114.85969175387774,155.2655029296875,86.24913938873961,203.91487189418262,13.174199131567429,164.0,74113000,60206000,20106000,24792700,565936000,187425900
2020-11-20,114.61546325683594,154.97000122070312,86.40589904785156,202.9598388671875,13.04956340789795,163.20333862304688,116.01226019351876,156.64450073242188,87.99728973201321,205.75741620286792,13.455126331671973,167.5,114.56662868487645,154.90249633789062,86.33722711990116,202.58361274659725,13.026878935134125,163.02000427246094,115.88528136372817,155.8509979248047,87.68080204637623,204.7059143171039,13.41474481319187,165.99667358398438,73604300,67488000,27694000,22843100,341088000,98735700
2020-11-23,111.2065200805664,154.91949462890625,85.96699523925781,202.68966674804688,13.101659774780273,173.9499969482422,114.88898878015578,156.9875030517578,86.88411171935121,204.79266987823445,13.343451549206788,175.3333282470703,111.1088434668693,153.2729949951172,85.10213442110361,200.80853671877284,12.977522773424152,167.26333618164062,114.45920273719096,155.8350067138672,86.59698652310462,203.49999741913365,13.132818591923678,167.8333282470703,127959300,94178000,22530000,25683500,361356000,150780900
2020-11-24,112.49588012695312,155.9029998779297,87.77534484863281,206.3072509765625,12.919942855834961,185.1266632080078,113.16009158856252,156.71249389648438,87.90372884612593,206.68347702038218,13.123596289399279,186.663330078125,109.97578304153085,154.31300354003906,85.62711488726808,201.48383260969243,12.847405030797862,175.39999389648438,111.26514127781546,155.02499389648438,85.96400518776338,202.18804756968217,13.104153406114008,180.13333129882812,113874200,72042000,27984000,33979700,346500000,160945500
2020-11-25,113.33589935302734,159.2534942626953,87.78679656982422,206.3169403076172,13.19613265991211,191.3333282470703,114.03918287230827,159.89999389648438,88.09780964483882,207.68678967474642,13.230781249096818,191.3333282470703,112.49586708858041,157.01300048828125,87.00205044426856,204.95674720019755,12.982009931957721,181.7899932861328,112.86704864167184,157.093505859375,87.96992677839849,207.51315363887042,12.994473268541617,183.35333251953125,76499200,75808000,19600000,21012900,259916000,146790600
2020-11-27,113.88288879394531,159.76699829101562,88.92585754394531,207.6288604736328,13.222556114196777,195.25332641601562,114.76199315028312,160.8094940185547,89.42298494626067,208.63213972537022,13.368380111336071,199.5933380126953,113.52148460740729,159.50250244140625,87.80720509406507,206.48088456054123,13.13207116150674,192.81666564941406,113.86335645369218,160.56300354003906,87.80720509406507,207.2622906915674,13.335974672983816,193.72000122070312,46691300,47858000,14790000,14512200,167276000,112683300
2020-11-30,116.2857894897461,158.40199279785156,87.3026123046875,206.50985717773438,13.362397193908691,189.1999969482422,118.1612073576281,161.41949462890625,88.59343800936252,207.17547659970663,13.37336572978121,202.60000610351562,114.09779452496895,156.27749633789062,86.97617007706756,203.39391807067915,12.934399884436976,184.836669921875,114.25408307341652,160.4239959716797,88.36005672195728,206.53879651260684,13.226296063485327,200.73666381835938,169410200,81278000,32418000,33064800,286952000,189009300
2020-12-01,119.87056732177734,161.00399780273438,89.34086608886719,208.57427978515625,13.350931167602539,194.9199981689453,120.60315308283555,162.44749450683594,90.65259560668585,209.6450793350196,13.489276400657282,199.28334045410156,117.22349166609008,157.85899353027344,87.73205682491009,205.81528367505194,13.1896523285899,190.68333435058594,118.20027268083436,159.4250030517578,87.91269649674737,206.93430563642607,13.452882922722688,199.19667053222656,127728200,90740000,37350000,30904500,296948000,120310500
2020-12-02,120.22220611572266,160.17649841308594,90.81431579589844,207.7639617919922,13.504979133605957,189.60667419433594,120.5054734972761,161.60000610351562,91.20097123321783,207.86043606761484,13.633602438103843,190.51333618164062,118.08305336151587,158.66299438476562,88.83378679699169,205.28473188349392,13.195634124198149,180.40333557128906,119.1868131981227,161.08250427246094,89.34086108236198,207.2912761132014,13.311544958763958,185.47999572753906,89004200,62586000,29424000,23724500,283360000,143327100
2020-12-03,120.08545684814453,159.3365020751953,90.65856170654297,206.67384338378906,13.360858917236328,197.7933349609375,120.90594929961036,161.4320068359375,91.7528249369962,208.73826593493447,13.624166319653078,199.6566619873047,119.37240344911088,159.0655059814453,90.41770883643426,206.10466880761174,13.294035237752661,194.14332580566406,120.65198415652675,160.2729949951172,90.59386856488703,207.03077164621303,13.551856276641901,196.67333984375,78967600,57840000,24728000,25120900,199520000,127656000
2020-12-04,119.4114761352539,158.12899780273438,90.75411224365234,206.7896270751953,13.522683143615723,199.67999267578125,120.00731313587139,159.91050720214844,91.03974159674597,207.77360870664114,13.524428545240987,199.67999267578125,118.69842273292154,157.93800354003906,90.24802504868616,205.65129249765855,13.353627442000162,195.1666717529297,119.7533479916129,159.91050720214844,90.57795250226489,206.65457192734252,13.413220304466646,197.00332641601562,78260400,58272000,20544000,24666000,202244000,88203900
2020-12-07,120.87664794921875,157.89999389648438,90.4192123413086,206.7220916748047,13.571053504943848,213.9199981689453,121.67760806582265,159.03799438476562,91.02929453535916,207.92794646359303,13.695227164822676,216.26333618164062,119.41147645892518,157.08450317382812,89.72303966576968,205.46801447039047,13.464584017716646,201.01666259765625,119.4700809338177,157.82400512695312,90.3455593451508,206.79926814767597,13.56556809347434,201.63999938964844,86712000,55026000,22288000,24620000,223244000,168929100
2020-12-08,121.49202728271484,158.864501953125,90.13555908203125,208.38134765625,13.31497859954834,216.6266632080078,122.07810188882368,159.2064971923828,90.36645741383805,209.28815280657466,13.563075773818994,217.0933380126953,120.23197880317792,156.00100708007812,89.13783439851386,205.3715388338167,13.246657781885267,206.1666717529297,121.48226483759503,157.94500732421875,89.99573229455972,206.41339913079136,13.549361768847865,208.50332641601562,82225500,65726000,19936000,23284100,271920000,192795000
2020-12-09,118.95240020751953,155.2100067138672,88.47002410888672,204.32000732421875,12.896829605102539,201.4933319091797,123.02557557317189,158.72149658203125,90.98351223219328,207.62886529655023,13.378811595997652,218.10667419433594,118.19051214801601,154.39999389648438,87.680798116927,203.75084748313216,12.834493556769912,196.0,121.63854821088353,158.39450073242188,90.0872919795764,207.5613450929847,13.265609689866503,217.89666748046875,115089200,82016000,31728000,32440600,401300000,213873600
